"Store","Dept","Date","Temperature","Fuel_Price","CPI","Unemployment","IsHoliday","Weekly_Sales","Name"
1,3,"2010-07-09",80.48,2.642,211.108414,7.787,FALSE,8112.67,"Stationery"
1,1,"2010-07-16",83.15,2.623,211.1003854,7.787,FALSE,17150.84,"Candy and Tobacco"
1,2,"2010-07-16",83.15,2.623,211.1003854,7.787,FALSE,44339.2,"Health and Beauty Aids"
1,3,"2010-07-16",83.15,2.623,211.1003854,7.787,FALSE,13751.3,"Stationery"
1,1,"2010-07-23",83.36,2.608,211.2351443,7.787,FALSE,15360.45,"Candy and Tobacco"
1,2,"2010-07-23",83.36,2.608,211.2351443,7.787,FALSE,44763.33,"Health and Beauty Aids"
1,3,"2010-07-23",83.36,2.608,211.2351443,7.787,FALSE,16930.62,"Stationery"
1,1,"2010-07-30",81.84,2.64,211.3699032,7.787,FALSE,15381.82,"Candy and Tobacco"
1,2,"2010-07-30",81.84,2.64,211.3699032,7.787,FALSE,45833.77,"Health and Beauty Aids"
1,3,"2010-07-30",81.84,2.64,211.3699032,7.787,FALSE,20915.95,"Stationery"
1,1,"2010-08-06",87.16,2.627,211.5046621,7.787,FALSE,17508.41,"Candy and Tobacco"
1,2,"2010-08-06",87.16,2.627,211.5046621,7.787,FALSE,50031.73,"Health and Beauty Aids"
1,3,"2010-08-06",87.16,2.627,211.5046621,7.787,FALSE,26719.02,"Stationery"
1,1,"2010-08-13",87,2.692,211.6394211,7.787,FALSE,15536.4,"Candy and Tobacco"
1,2,"2010-08-13",87,2.692,211.6394211,7.787,FALSE,45475.69,"Health and Beauty Aids"
1,3,"2010-08-13",87,2.692,211.6394211,7.787,FALSE,30640.54,"Stationery"
1,1,"2010-08-20",86.65,2.664,211.6033633,7.787,FALSE,15740.13,"Candy and Tobacco"
1,2,"2010-08-20",86.65,2.664,211.6033633,7.787,FALSE,49754.17,"Health and Beauty Aids"
1,3,"2010-08-20",86.65,2.664,211.6033633,7.787,FALSE,41101.93,"Stationery"
1,1,"2010-08-27",85.22,2.619,211.5673056,7.787,FALSE,15793.87,"Candy and Tobacco"
1,2,"2010-08-27",85.22,2.619,211.5673056,7.787,FALSE,49623.53,"Health and Beauty Aids"
1,3,"2010-08-27",85.22,2.619,211.5673056,7.787,FALSE,51159.17,"Stationery"
1,1,"2010-09-03",81.21,2.577,211.5312479,7.787,FALSE,16241.78,"Candy and Tobacco"
1,2,"2010-09-03",81.21,2.577,211.5312479,7.787,FALSE,49015.05,"Health and Beauty Aids"
1,3,"2010-09-03",81.21,2.577,211.5312479,7.787,FALSE,19081.8,"Stationery"
1,1,"2010-09-10",78.69,2.565,211.4951902,7.787,TRUE,18194.74,"Candy and Tobacco"
1,2,"2010-09-10",78.69,2.565,211.4951902,7.787,TRUE,45182.5,"Health and Beauty Aids"
1,3,"2010-09-10",78.69,2.565,211.4951902,7.787,TRUE,12134.69,"Stationery"
1,1,"2010-09-17",82.11,2.582,211.5224596,7.787,FALSE,19354.23,"Candy and Tobacco"
1,2,"2010-09-17",82.11,2.582,211.5224596,7.787,FALSE,44681.64,"Health and Beauty Aids"
1,3,"2010-09-17",82.11,2.582,211.5224596,7.787,FALSE,10722.46,"Stationery"
1,1,"2010-09-24",80.94,2.624,211.5972246,7.787,FALSE,18122.52,"Candy and Tobacco"
1,2,"2010-09-24",80.94,2.624,211.5972246,7.787,FALSE,42477.49,"Health and Beauty Aids"
1,3,"2010-09-24",80.94,2.624,211.5972246,7.787,FALSE,8097.92,"Stationery"
1,1,"2010-10-01",71.89,2.603,211.6719895,7.838,FALSE,20094.19,"Candy and Tobacco"
1,2,"2010-10-01",71.89,2.603,211.6719895,7.838,FALSE,45829.02,"Health and Beauty Aids"
1,3,"2010-10-01",71.89,2.603,211.6719895,7.838,FALSE,9775.17,"Stationery"
1,1,"2010-10-08",63.93,2.633,211.7467544,7.838,FALSE,23388.03,"Candy and Tobacco"
1,2,"2010-10-08",63.93,2.633,211.7467544,7.838,FALSE,46387.54,"Health and Beauty Aids"
1,3,"2010-10-08",63.93,2.633,211.7467544,7.838,FALSE,10081.8,"Stationery"
1,1,"2010-10-15",67.18,2.72,211.8137436,7.838,FALSE,26978.34,"Candy and Tobacco"
1,2,"2010-10-15",67.18,2.72,211.8137436,7.838,FALSE,43110.79,"Health and Beauty Aids"
1,3,"2010-10-15",67.18,2.72,211.8137436,7.838,FALSE,9735.73,"Stationery"
1,1,"2010-10-22",69.86,2.725,211.8612937,7.838,FALSE,25543.04,"Candy and Tobacco"
1,2,"2010-10-22",69.86,2.725,211.8612937,7.838,FALSE,42371.48,"Health and Beauty Aids"
1,3,"2010-10-22",69.86,2.725,211.8612937,7.838,FALSE,8614.41,"Stationery"
1,1,"2010-10-29",69.64,2.716,211.9088438,7.838,FALSE,38640.93,"Candy and Tobacco"
1,2,"2010-10-29",69.64,2.716,211.9088438,7.838,FALSE,44081.33,"Health and Beauty Aids"
1,3,"2010-10-29",69.64,2.716,211.9088438,7.838,FALSE,9283.09,"Stationery"
1,1,"2010-11-05",58.74,2.689,211.9563939,7.838,FALSE,34238.88,"Candy and Tobacco"
1,2,"2010-11-05",58.74,2.689,211.9563939,7.838,FALSE,46381.43,"Health and Beauty Aids"
1,3,"2010-11-05",58.74,2.689,211.9563939,7.838,FALSE,9825.22,"Stationery"
1,1,"2010-11-12",59.61,2.728,212.003944,7.838,FALSE,19549.39,"Candy and Tobacco"
1,2,"2010-11-12",59.61,2.728,212.003944,7.838,FALSE,43194.49,"Health and Beauty Aids"
1,3,"2010-11-12",59.61,2.728,212.003944,7.838,FALSE,9146.77,"Stationery"
1,1,"2010-11-19",51.41,2.771,211.8896737,7.838,FALSE,19552.84,"Candy and Tobacco"
1,2,"2010-11-19",51.41,2.771,211.8896737,7.838,FALSE,41443.25,"Health and Beauty Aids"
1,3,"2010-11-19",51.41,2.771,211.8896737,7.838,FALSE,9202.11,"Stationery"
1,1,"2010-11-26",64.52,2.735,211.7484333,7.838,TRUE,18820.29,"Candy and Tobacco"
1,2,"2010-11-26",64.52,2.735,211.7484333,7.838,TRUE,45681.98,"Health and Beauty Aids"
1,3,"2010-11-26",64.52,2.735,211.7484333,7.838,TRUE,10706.81,"Stationery"
1,1,"2010-12-03",49.27,2.708,211.607193,7.838,FALSE,22517.56,"Candy and Tobacco"
1,2,"2010-12-03",49.27,2.708,211.607193,7.838,FALSE,44405.02,"Health and Beauty Aids"
1,3,"2010-12-03",49.27,2.708,211.607193,7.838,FALSE,10856.85,"Stationery"
1,1,"2010-12-10",46.33,2.843,211.4659526,7.838,FALSE,31497.65,"Candy and Tobacco"
1,2,"2010-12-10",46.33,2.843,211.4659526,7.838,FALSE,46955.82,"Health and Beauty Aids"
1,3,"2010-12-10",46.33,2.843,211.4659526,7.838,FALSE,11219.78,"Stationery"
1,1,"2010-12-17",49.84,2.869,211.4053124,7.838,FALSE,44912.86,"Candy and Tobacco"
1,2,"2010-12-17",49.84,2.869,211.4053124,7.838,FALSE,49303.28,"Health and Beauty Aids"
1,3,"2010-12-17",49.84,2.869,211.4053124,7.838,FALSE,11986.84,"Stationery"
1,1,"2010-12-24",52.33,2.886,211.4051222,7.838,FALSE,55931.23,"Candy and Tobacco"
1,2,"2010-12-24",52.33,2.886,211.4051222,7.838,FALSE,59889.32,"Health and Beauty Aids"
1,3,"2010-12-24",52.33,2.886,211.4051222,7.838,FALSE,12080.36,"Stationery"
1,1,"2010-12-31",48.43,2.943,211.4049321,7.838,TRUE,19124.58,"Candy and Tobacco"
1,2,"2010-12-31",48.43,2.943,211.4049321,7.838,TRUE,35819.83,"Health and Beauty Aids"
1,3,"2010-12-31",48.43,2.943,211.4049321,7.838,TRUE,8266.14,"Stationery"
1,1,"2011-01-07",48.27,2.976,211.4047419,7.742,FALSE,15984.24,"Candy and Tobacco"
1,2,"2011-01-07",48.27,2.976,211.4047419,7.742,FALSE,43202.29,"Health and Beauty Aids"
1,3,"2011-01-07",48.27,2.976,211.4047419,7.742,FALSE,15808.15,"Stationery"
1,1,"2011-01-14",35.4,2.983,211.4574109,7.742,FALSE,17359.7,"Candy and Tobacco"
1,2,"2011-01-14",35.4,2.983,211.4574109,7.742,FALSE,39857.4,"Health and Beauty Aids"
1,3,"2011-01-14",35.4,2.983,211.4574109,7.742,FALSE,13275.87,"Stationery"
1,1,"2011-01-21",44.04,3.016,211.8272343,7.742,FALSE,17341.47,"Candy and Tobacco"
1,2,"2011-01-21",44.04,3.016,211.8272343,7.742,FALSE,41596.99,"Health and Beauty Aids"
1,3,"2011-01-21",44.04,3.016,211.8272343,7.742,FALSE,12532.94,"Stationery"
1,1,"2011-01-28",43.83,3.01,212.1970577,7.742,FALSE,18461.18,"Candy and Tobacco"
1,2,"2011-01-28",43.83,3.01,212.1970577,7.742,FALSE,41651.01,"Health and Beauty Aids"
1,3,"2011-01-28",43.83,3.01,212.1970577,7.742,FALSE,11983.34,"Stationery"
1,1,"2011-02-04",42.27,2.989,212.5668812,7.742,FALSE,21665.76,"Candy and Tobacco"
1,2,"2011-02-04",42.27,2.989,212.5668812,7.742,FALSE,46829.12,"Health and Beauty Aids"
1,3,"2011-02-04",42.27,2.989,212.5668812,7.742,FALSE,11012.52,"Stationery"
1,1,"2011-02-11",36.39,3.022,212.9367046,7.742,TRUE,37887.17,"Candy and Tobacco"
1,2,"2011-02-11",36.39,3.022,212.9367046,7.742,TRUE,47595.35,"Health and Beauty Aids"
1,3,"2011-02-11",36.39,3.022,212.9367046,7.742,TRUE,11428.25,"Stationery"
1,1,"2011-02-18",57.36,3.045,213.2478853,7.742,FALSE,46845.87,"Candy and Tobacco"
1,2,"2011-02-18",57.36,3.045,213.2478853,7.742,FALSE,49202.06,"Health and Beauty Aids"
1,3,"2011-02-18",57.36,3.045,213.2478853,7.742,FALSE,11724.98,"Stationery"
1,1,"2011-02-25",62.9,3.065,213.535609,7.742,FALSE,19363.83,"Candy and Tobacco"
1,2,"2011-02-25",62.9,3.065,213.535609,7.742,FALSE,46165.25,"Health and Beauty Aids"
1,3,"2011-02-25",62.9,3.065,213.535609,7.742,FALSE,10473.78,"Stationery"
1,1,"2011-03-04",59.58,3.288,213.8233327,7.742,FALSE,20327.61,"Candy and Tobacco"
1,2,"2011-03-04",59.58,3.288,213.8233327,7.742,FALSE,53035.54,"Health and Beauty Aids"
1,3,"2011-03-04",59.58,3.288,213.8233327,7.742,FALSE,11039.12,"Stationery"
1,1,"2011-03-11",53.56,3.459,214.1110564,7.742,FALSE,21280.4,"Candy and Tobacco"
1,2,"2011-03-11",53.56,3.459,214.1110564,7.742,FALSE,48465.72,"Health and Beauty Aids"
1,3,"2011-03-11",53.56,3.459,214.1110564,7.742,FALSE,10689.97,"Stationery"
1,1,"2011-03-18",62.76,3.488,214.3627114,7.742,FALSE,20334.23,"Candy and Tobacco"
1,2,"2011-03-18",62.76,3.488,214.3627114,7.742,FALSE,45222.3,"Health and Beauty Aids"
1,3,"2011-03-18",62.76,3.488,214.3627114,7.742,FALSE,8148.69,"Stationery"
1,1,"2011-03-25",69.97,3.473,214.5999389,7.742,FALSE,20881.1,"Candy and Tobacco"
1,2,"2011-03-25",69.97,3.473,214.5999389,7.742,FALSE,44293.54,"Health and Beauty Aids"
1,3,"2011-03-25",69.97,3.473,214.5999389,7.742,FALSE,9049.02,"Stationery"
1,1,"2011-04-01",59.17,3.524,214.8371664,7.682,FALSE,20398.09,"Candy and Tobacco"
1,2,"2011-04-01",59.17,3.524,214.8371664,7.682,FALSE,46991.58,"Health and Beauty Aids"
1,3,"2011-04-01",59.17,3.524,214.8371664,7.682,FALSE,8734.19,"Stationery"
1,1,"2011-04-08",67.84,3.622,215.0743939,7.682,FALSE,23873.79,"Candy and Tobacco"
1,2,"2011-04-08",67.84,3.622,215.0743939,7.682,FALSE,48501.79,"Health and Beauty Aids"
1,3,"2011-04-08",67.84,3.622,215.0743939,7.682,FALSE,10417.33,"Stationery"
1,1,"2011-04-15",71.27,3.743,215.2918561,7.682,FALSE,28762.37,"Candy and Tobacco"
1,2,"2011-04-15",71.27,3.743,215.2918561,7.682,FALSE,44464.74,"Health and Beauty Aids"
1,3,"2011-04-15",71.27,3.743,215.2918561,7.682,FALSE,8212.97,"Stationery"
1,1,"2011-04-22",72.99,3.807,215.4599053,7.682,FALSE,50510.31,"Candy and Tobacco"
1,2,"2011-04-22",72.99,3.807,215.4599053,7.682,FALSE,46544.56,"Health and Beauty Aids"
1,3,"2011-04-22",72.99,3.807,215.4599053,7.682,FALSE,8468.72,"Stationery"
1,1,"2011-04-29",72.03,3.81,215.6279544,7.682,FALSE,41512.39,"Candy and Tobacco"
1,2,"2011-04-29",72.03,3.81,215.6279544,7.682,FALSE,43682.41,"Health and Beauty Aids"
1,3,"2011-04-29",72.03,3.81,215.6279544,7.682,FALSE,8653.62,"Stationery"
1,1,"2011-05-06",64.61,3.906,215.7960035,7.682,FALSE,20138.19,"Candy and Tobacco"
1,2,"2011-05-06",64.61,3.906,215.7960035,7.682,FALSE,50139.92,"Health and Beauty Aids"
1,3,"2011-05-06",64.61,3.906,215.7960035,7.682,FALSE,10420.92,"Stationery"
1,1,"2011-05-13",75.64,3.899,215.9640526,7.682,FALSE,17235.15,"Candy and Tobacco"
1,2,"2011-05-13",75.64,3.899,215.9640526,7.682,FALSE,44274.15,"Health and Beauty Aids"
1,3,"2011-05-13",75.64,3.899,215.9640526,7.682,FALSE,8732.46,"Stationery"
1,1,"2011-05-20",67.63,3.907,215.7339202,7.682,FALSE,15136.78,"Candy and Tobacco"
1,2,"2011-05-20",67.63,3.907,215.7339202,7.682,FALSE,44302.11,"Health and Beauty Aids"
1,3,"2011-05-20",67.63,3.907,215.7339202,7.682,FALSE,7939.01,"Stationery"
1,1,"2011-05-27",77.72,3.786,215.5037878,7.682,FALSE,15741.6,"Candy and Tobacco"
1,2,"2011-05-27",77.72,3.786,215.5037878,7.682,FALSE,45072.11,"Health and Beauty Aids"
1,3,"2011-05-27",77.72,3.786,215.5037878,7.682,FALSE,8120.7,"Stationery"
1,1,"2011-06-03",83,3.699,215.2736553,7.682,FALSE,16434.15,"Candy and Tobacco"
1,2,"2011-06-03",83,3.699,215.2736553,7.682,FALSE,47844.27,"Health and Beauty Aids"
1,3,"2011-06-03",83,3.699,215.2736553,7.682,FALSE,8853.89,"Stationery"
1,1,"2011-06-10",83.13,3.648,215.0435229,7.682,FALSE,15883.52,"Candy and Tobacco"
1,2,"2011-06-10",83.13,3.648,215.0435229,7.682,FALSE,46363.93,"Health and Beauty Aids"
1,3,"2011-06-10",83.13,3.648,215.0435229,7.682,FALSE,7508.71,"Stationery"
1,1,"2011-06-17",86.41,3.637,214.9980596,7.682,FALSE,14978.09,"Candy and Tobacco"
1,2,"2011-06-17",86.41,3.637,214.9980596,7.682,FALSE,42939.63,"Health and Beauty Aids"
1,3,"2011-06-17",86.41,3.637,214.9980596,7.682,FALSE,7658.75,"Stationery"
1,1,"2011-06-24",83.58,3.594,215.0910982,7.682,FALSE,15682.81,"Candy and Tobacco"
1,2,"2011-06-24",83.58,3.594,215.0910982,7.682,FALSE,42415.81,"Health and Beauty Aids"
1,3,"2011-06-24",83.58,3.594,215.0910982,7.682,FALSE,6165.73,"Stationery"
1,1,"2011-07-01",85.55,3.524,215.1841368,7.962,FALSE,15363.5,"Candy and Tobacco"
1,2,"2011-07-01",85.55,3.524,215.1841368,7.962,FALSE,45247.74,"Health and Beauty Aids"
1,3,"2011-07-01",85.55,3.524,215.1841368,7.962,FALSE,8070.64,"Stationery"
1,1,"2011-07-08",85.83,3.48,215.2771754,7.962,FALSE,16148.87,"Candy and Tobacco"
1,2,"2011-07-08",85.83,3.48,215.2771754,7.962,FALSE,44623.23,"Health and Beauty Aids"
1,3,"2011-07-08",85.83,3.48,215.2771754,7.962,FALSE,7366.5,"Stationery"
1,1,"2011-07-15",88.54,3.575,215.3611087,7.962,FALSE,15654.85,"Candy and Tobacco"
1,2,"2011-07-15",88.54,3.575,215.3611087,7.962,FALSE,43260.96,"Health and Beauty Aids"
1,3,"2011-07-15",88.54,3.575,215.3611087,7.962,FALSE,11578.11,"Stationery"
1,1,"2011-07-22",85.77,3.651,215.4222784,7.962,FALSE,15766.6,"Candy and Tobacco"
1,2,"2011-07-22",85.77,3.651,215.4222784,7.962,FALSE,45113.56,"Health and Beauty Aids"
1,3,"2011-07-22",85.77,3.651,215.4222784,7.962,FALSE,16069.5,"Stationery"
1,1,"2011-07-29",86.83,3.682,215.4834482,7.962,FALSE,15922.41,"Candy and Tobacco"
1,2,"2011-07-29",86.83,3.682,215.4834482,7.962,FALSE,43191.02,"Health and Beauty Aids"
1,3,"2011-07-29",86.83,3.682,215.4834482,7.962,FALSE,21331.51,"Stationery"
1,1,"2011-08-05",91.65,3.684,215.544618,7.962,FALSE,15295.55,"Candy and Tobacco"
1,2,"2011-08-05",91.65,3.684,215.544618,7.962,FALSE,49359.75,"Health and Beauty Aids"
1,3,"2011-08-05",91.65,3.684,215.544618,7.962,FALSE,31248.98,"Stationery"
1,1,"2011-08-12",90.76,3.638,215.6057878,7.962,FALSE,14539.79,"Candy and Tobacco"
1,2,"2011-08-12",90.76,3.638,215.6057878,7.962,FALSE,45341.92,"Health and Beauty Aids"
1,3,"2011-08-12",90.76,3.638,215.6057878,7.962,FALSE,32148.93,"Stationery"
1,1,"2011-08-19",89.94,3.554,215.6693107,7.962,FALSE,14689.24,"Candy and Tobacco"
1,2,"2011-08-19",89.94,3.554,215.6693107,7.962,FALSE,46391.12,"Health and Beauty Aids"
1,3,"2011-08-19",89.94,3.554,215.6693107,7.962,FALSE,41603.11,"Stationery"
1,1,"2011-08-26",87.96,3.523,215.7332258,7.962,FALSE,14537.37,"Candy and Tobacco"
1,2,"2011-08-26",87.96,3.523,215.7332258,7.962,FALSE,47659.93,"Health and Beauty Aids"
1,3,"2011-08-26",87.96,3.523,215.7332258,7.962,FALSE,49775.52,"Stationery"
1,1,"2011-09-02",87.83,3.533,215.7971409,7.962,FALSE,15277.27,"Candy and Tobacco"
1,2,"2011-09-02",87.83,3.533,215.7971409,7.962,FALSE,49419.75,"Health and Beauty Aids"
1,3,"2011-09-02",87.83,3.533,215.7971409,7.962,FALSE,19604.47,"Stationery"
1,1,"2011-09-09",76,3.546,215.861056,7.962,TRUE,17746.68,"Candy and Tobacco"
1,2,"2011-09-09",76,3.546,215.861056,7.962,TRUE,43315.85,"Health and Beauty Aids"
1,3,"2011-09-09",76,3.546,215.861056,7.962,TRUE,12778.28,"Stationery"
1,1,"2011-09-16",79.94,3.526,216.0410526,7.962,FALSE,18535.48,"Candy and Tobacco"
1,2,"2011-09-16",79.94,3.526,216.0410526,7.962,FALSE,42963.96,"Health and Beauty Aids"
1,3,"2011-09-16",79.94,3.526,216.0410526,7.962,FALSE,10412.88,"Stationery"
1,1,"2011-09-23",75.8,3.467,216.3758246,7.962,FALSE,17859.3,"Candy and Tobacco"
1,2,"2011-09-23",75.8,3.467,216.3758246,7.962,FALSE,43390.94,"Health and Beauty Aids"
1,3,"2011-09-23",75.8,3.467,216.3758246,7.962,FALSE,9755.56,"Stationery"
1,1,"2011-09-30",79.69,3.355,216.7105965,7.962,FALSE,18337.68,"Candy and Tobacco"
1,2,"2011-09-30",79.69,3.355,216.7105965,7.962,FALSE,46045.09,"Health and Beauty Aids"
1,3,"2011-09-30",79.69,3.355,216.7105965,7.962,FALSE,10434.83,"Stationery"
1,1,"2011-10-07",69.31,3.285,217.0453684,7.866,FALSE,20797.58,"Candy and Tobacco"
1,2,"2011-10-07",69.31,3.285,217.0453684,7.866,FALSE,49880.69,"Health and Beauty Aids"
1,3,"2011-10-07",69.31,3.285,217.0453684,7.866,FALSE,9977.96,"Stationery"
1,1,"2011-10-14",71.74,3.274,217.3552733,7.866,FALSE,23077.55,"Candy and Tobacco"
1,2,"2011-10-14",71.74,3.274,217.3552733,7.866,FALSE,43306.38,"Health and Beauty Aids"
1,3,"2011-10-14",71.74,3.274,217.3552733,7.866,FALSE,9870.22,"Stationery"
1,1,"2011-10-21",63.71,3.353,217.5159762,7.866,FALSE,23351.8,"Candy and Tobacco"
1,2,"2011-10-21",63.71,3.353,217.5159762,7.866,FALSE,42487.67,"Health and Beauty Aids"
1,3,"2011-10-21",63.71,3.353,217.5159762,7.866,FALSE,10136.78,"Stationery"
1,1,"2011-10-28",66.57,3.372,217.6766791,7.866,FALSE,31579.9,"Candy and Tobacco"
1,2,"2011-10-28",66.57,3.372,217.6766791,7.866,FALSE,41682.4,"Health and Beauty Aids"
1,3,"2011-10-28",66.57,3.372,217.6766791,7.866,FALSE,9421.2,"Stationery"
1,1,"2011-11-04",54.98,3.332,217.837382,7.866,FALSE,39886.06,"Candy and Tobacco"
